user_id,segment_id,segment_name,activeness,gamification_propensity,social_propensity,ai_tutor_propensity,leaderboard_propensity,churn_risk,rfm_score,rfm_segment,engagement_intensity,streak_consistency,feature_diversity
U0148,2,Ecommerce Social Engagers,0.24122211575053487,0.5447561790247161,1.0,0.0,0.4282767782756524,0.6467560922518067,3.0,Promising,1.0,0.02,0.5
U0149,0,Ecommerce Needs Attention,0.3240678756739198,0.5340681362725451,0.0,1.0,0.6041055894560657,0.452367785233946,3.1,Promising,0.2926829268292683,0.036585365853658534,0.5
U0150,1,Ecommerce Needs Attention,0.46197506720890713,0.4529058116232465,1.0,0.0,0.38137023109890195,0.4632404915895494,1.2999999999999998,Lost,0.16129032258064516,0.016129032258064516,0.5
U0151,0,Ecommerce Needs Attention,0.19067146611054944,0.4181696726786907,0.0,1.0,0.17809476631164953,0.8175120139506916,1.9,Lost,0.8235294117647058,0.058823529411764705,0.5
U0152,1,Ecommerce Needs Attention,0.42757378919836786,0.20073480293921175,0.0,0.0,0.6265774995684252,0.36473232222566015,3.5,Potential Loyalist,1.0,0.03409090909090909,0.0
U0153,2,Ecommerce Social Engagers,0.2727844651022257,0.8383433533734136,1.0,1.0,0.24583399007753334,0.823563363491856,2.8,Needs Attention,5.0,0.6666666666666666,1.0
U0154,2,Ecommerce Social Engagers,0.2705866783108544,0.42651970607882433,1.0,0.0,0.442624574992682,0.680201184502849,2.4000000000000004,At Risk,1.25,0.21875,0.5
U0155,0,Ecommerce Needs Attention,0.13814286035579357,0.038744154976619906,0.0,0.0,0.283687975201339,0.8447738582546089,1.9000000000000001,Lost,2.076923076923077,0.46153846153846156,0.0
U0156,2,Ecommerce Social Engagers,0.34485703473280455,0.8700734802939212,1.0,1.0,0.5663281619418613,0.41861769405393423,2.7,Needs Attention,0.8426966292134831,0.011235955056179775,1.0
U0157,0,Ecommerce Needs Attention,0.14175822323840795,0.05377421509686039,0.0,0.0,0.3901038031118416,0.6043067681846148,1.0,Lost,0.2465753424657534,0.0273972602739726,0.0
U0158,0,Ecommerce Needs Attention,0.29819308649848797,0.28423513694054775,0.0,0.0,0.6018381331952294,0.5317224459732477,2.6,Needs Attention,0.35294117647058826,0.029411764705882353,0.0
U0159,4,Ecommerce Social Engagers,0.4770406461250374,0.6292585170340681,1.0,0.0,0.41128098894418047,0.6542011442398712,3.9000000000000004,Potential Loyalist,2.5,0.14285714285714285,0.5
U0160,2,Ecommerce Social Engagers,0.4580823982694784,0.996993987975952,1.0,1.0,0.40111383816321783,0.6825973695489513,4.3,Loyal,3.272727272727273,0.09090909090909091,1.0
U0161,1,Ecommerce Needs Attention,0.445202780022419,0.43253173012692053,0.0,1.0,0.37185757282354964,0.49458045964612307,2.8000000000000003,Needs Attention,0.42857142857142855,0.03571428571428571,0.5
U0162,2,Ecommerce Social Engagers,0.3508778660741851,0.6389445557782231,1.0,0.0,0.6194689003475115,0.5043668973767655,3.8,Potential Loyalist,0.3582089552238806,0.029850746268656716,0.5
U0163,2,Ecommerce Social Engagers,0.2862665710040226,0.43219772879091517,1.0,0.0,0.27039997598192644,0.7048358020784375,3.1,Promising,1.9310344827586208,0.06896551724137931,0.5
U0164,2,Ecommerce Social Engagers,0.22282469684585218,0.5313961255845023,1.0,0.0,0.29469200573431503,0.8280073095520633,4.0,Loyal,5.333333333333333,0.2222222222222222,0.5
U0165,2,Ecommerce Social Engagers,0.35932610229544837,0.45257181028724114,1.0,0.0,0.4330961548565295,0.4992979556440076,2.9,Needs Attention,0.47761194029850745,0.029850746268656716,0.5
U0166,4,Ecommerce Social Engagers,0.569790968274716,0.8867735470941884,1.0,1.0,0.30999452087695994,0.5602530786096385,4.1,Loyal,1.8,0.0,1.0
U0167,1,Ecommerce Needs Attention,0.3989418154803035,0.5060120240480962,0.0,1.0,0.4869109004525905,0.44148597454160515,2.8,Needs Attention,0.868421052631579,0.013157894736842105,0.5
U0168,1,Ecommerce Needs Attention,0.539240372991997,0.459251837007348,0.0,1.0,0.412809889441805,0.48922173365161026,3.1,Promising,1.1666666666666667,0.09523809523809523,0.5
U0169,0,Ecommerce Needs Attention,0.34520606898373823,0.23246492985971945,0.0,0.0,0.36242747667619885,0.7503231671203954,4.4,Loyal,8.88888888888889,0.3333333333333333,0.0
U0170,2,Ecommerce Social Engagers,0.1239081990406393,0.47528390113560454,1.0,0.0,0.5340853992629454,0.5852295486607227,1.5999999999999999,Lost,0.22784810126582278,0.0379746835443038,0.5
U0171,2,Ecommerce Social Engagers,0.11552924947124693,0.5881763527054108,1.0,0.0,0.5675771017690813,0.7477037269129965,2.2,At Risk,0.6,0.125,0.5
U0172,0,Ecommerce Needs Attention,0.18285738125201942,0.5123580494321978,0.0,1.0,0.40224568988163595,0.7753919542275117,2.1999999999999997,At Risk,0.64,0.16,0.5
U0173,0,Ecommerce Needs Attention,0.17689450049736472,0.1843687374749499,0.0,0.0,0.1993500108831896,0.8810973422547725,3.1999999999999997,Promising,8.8,0.0,0.0
U0174,4,Ecommerce Social Engagers,0.4561135158969306,0.3894455577822311,1.0,0.0,0.19356540796949706,0.6752680606746077,3.0999999999999996,Promising,7.636363636363637,0.2727272727272727,0.5
U0175,0,Ecommerce Needs Attention,0.3037830203051561,0.17167668670674682,0.0,0.0,0.45557181779288913,0.5666663580296722,3.1,Promising,0.9491525423728814,0.03389830508474576,0.0
U0176,1,Ecommerce Needs Attention,0.470061439189873,0.45457581830327315,0.0,1.0,0.5470851815991534,0.3392397322307571,2.9,Needs Attention,0.8181818181818182,0.03409090909090909,0.5
U0177,1,Ecommerce Needs Attention,0.3306988550319596,0.22778891115564462,0.0,0.0,0.7199237426163188,0.4483891976191221,3.1,Promising,0.45569620253164556,0.0759493670886076,0.0
U0178,2,Ecommerce Social Engagers,0.09692481528950225,0.47661990647962593,1.0,0.0,0.3485300188391765,0.7801429831667241,1.9,Lost,0.6842105263157895,0.05263157894736842,0.5
U0179,0,Ecommerce Needs Attention,0.21133043154705647,0.18971275885103542,0.0,0.0,0.5889636951806234,0.5583081240504895,2.0,At Risk,0.2222222222222222,0.05555555555555555,0.0
U0180,5,Ecommerce At-Risk Users,0.5303817042076617,0.02738810955243821,0.0,0.0,0.20903604962734457,0.6477284242839136,3.8,Potential Loyalist,21.6,1.0,0.0
U0181,0,Ecommerce Needs Attention,0.2061907913431322,0.10988643954575818,0.0,0.0,0.4859164020925746,0.6550089294494398,1.6,Lost,0.25,0.125,0.0
U0182,0,Ecommerce Needs Attention,0.127931252915879,0.5637942551770206,0.0,1.0,0.6304609218436874,0.5402625248462173,1.9,Lost,0.4,0.022222222222222223,0.5
U0183,2,Ecommerce Social Engagers,0.347245207196001,0.7107548430193721,1.0,1.0,0.20775858833772412,0.7108018118526122,3.1999999999999997,Promising,4.5,0.16666666666666666,1.0
U0184,0,Ecommerce Needs Attention,0.24924876391197728,0.19939879759519039,0.0,0.0,0.49115909722065854,0.5568337203762179,1.9,Lost,0.42857142857142855,0.014285714285714285,0.0
U0185,0,Ecommerce Needs Attention,0.37189301928339225,0.48563794255177023,0.0,1.0,0.4538027365592609,0.6066514224725179,3.1,Promising,1.8918918918918919,0.13513513513513514,0.5
U0186,1,Ecommerce Needs Attention,0.3443635505655194,0.4509018036072144,0.0,1.0,0.5385422530454167,0.5210414441287735,2.8000000000000003,Needs Attention,0.9333333333333333,0.1,0.5
U0187,1,Ecommerce Needs Attention,0.2628255655480651,0.5945223780895124,0.0,1.0,0.5705523406363288,0.6295387032243525,2.2,At Risk,0.375,0.08333333333333333,0.5
U0188,0,Ecommerce Needs Attention,0.1980184439010141,0.44789579158316634,0.0,1.0,0.4992066530063873,0.5492740400423702,1.7000000000000002,Lost,0.5714285714285714,0.03896103896103896,0.5
U0189,1,Ecommerce Needs Attention,0.22525573961426304,0.3643954575818303,1.0,0.0,0.26551905308744833,0.7371869817633571,1.5999999999999999,Lost,0.2857142857142857,0.14285714285714285,0.5
U0190,4,Ecommerce Social Engagers,0.34429272640658803,0.7939211756847028,1.0,1.0,0.6486028236247776,0.4742754279858344,1.5999999999999999,Lost,0.34782608695652173,0.11594202898550725,1.0
U0191,1,Ecommerce Needs Attention,0.4339717262347077,0.2895791583166333,0.0,0.0,0.6408900197398543,0.41195738979109026,3.0,Promising,0.6493506493506493,0.025974025974025976,0.0
U0192,2,Ecommerce Social Engagers,0.24069764911584748,0.5875083500334002,1.0,0.0,0.7204671515315275,0.4981346020198532,2.7,Needs Attention,0.5555555555555556,0.06172839506172839,0.5
U0193,4,Ecommerce Social Engagers,0.38535070042508657,0.7648630594522379,1.0,1.0,0.31093047518257494,0.5985768137875013,2.8000000000000003,Needs Attention,1.2,0.05,1.0
U0194,0,Ecommerce Needs Attention,0.10319027780835377,0.39913159652638613,0.0,1.0,0.36392560401702284,0.7380858333149878,1.3,Lost,0.06666666666666667,0.08888888888888889,0.5
U0195,1,Ecommerce Needs Attention,0.4877443077439057,0.026052104208416832,0.0,0.0,0.3878498570174056,0.43501298982174175,2.2,At Risk,0.8709677419354839,0.06451612903225806,0.0
U0196,4,Ecommerce Social Engagers,0.4225173135642678,0.5594522378089511,1.0,0.0,0.5062687172097003,0.4996811012231414,3.4000000000000004,Promising,1.0344827586206897,0.034482758620689655,0.5
U0197,0,Ecommerce Needs Attention,0.06374992582609589,0.5170340681362725,0.0,1.0,0.5308917460388943,0.672388342376683,1.5999999999999999,Lost,0.08955223880597014,0.04477611940298507,0.5
U0198,2,Ecommerce Social Engagers,0.2371220849800184,0.9402137608550434,1.0,1.0,0.6462062702183392,0.6066629192247549,2.5,Needs Attention,0.32142857142857145,0.08928571428571429,1.0
U0199,4,Ecommerce Social Engagers,0.41464522660344255,0.737808951235805,1.0,1.0,0.283876366966142,0.5810000980804877,2.8000000000000003,Needs Attention,0.9,0.05,1.0
U0200,4,Ecommerce Social Engagers,0.47342149347376683,0.8810955243820975,1.0,1.0,0.460496273445768,0.5414790188093569,3.8,Potential Loyalist,1.4,0.075,1.0
U0201,4,Ecommerce Social Engagers,0.343651154624296,0.8897795591182365,1.0,1.0,0.5410904205414574,0.47040505190627346,3.5,Potential Loyalist,1.1428571428571428,0.012987012987012988,1.0
U0202,0,Ecommerce Needs Attention,0.32108650107736836,0.3299933199732799,0.0,0.0,0.6165101739058642,0.6541566099918769,4.1,Loyal,1.696969696969697,0.15151515151515152,0.0
U0203,0,Ecommerce Needs Attention,0.4064050304407505,0.2982631930527722,0.0,0.0,0.3503231181464052,0.7348803859908688,5.0,Champions,10.666666666666666,0.16666666666666666,0.0
U0204,0,Ecommerce Needs Attention,0.23886742725394006,0.052772211088844355,0.0,0.0,0.47861490771805787,0.47795613939231685,1.0,Lost,0.1590909090909091,0.03409090909090909,0.0
U0205,2,Ecommerce Social Engagers,0.25575491993417027,0.9448897795591181,1.0,1.0,0.4123055098961969,0.7656959842097106,4.0,Loyal,2.8421052631578947,0.10526315789473684,1.0
U0206,0,Ecommerce Needs Attention,0.18511801368675435,0.24649298597194388,0.0,0.0,0.7090398024513446,0.5357377024262453,2.3,At Risk,0.15,0.0625,0.0
U0207,4,Ecommerce Social Engagers,0.5032232706905369,0.8523714094856379,1.0,1.0,0.5317721585493084,0.5108319950324864,3.5,Potential Loyalist,0.8,0.15,1.0
U0208,4,Ecommerce Social Engagers,0.43734903863935853,0.7334669338677354,1.0,1.0,0.3173620649538778,0.49078206617808695,3.2,Promising,2.610169491525424,0.01694915254237288,1.0
U0209,1,Ecommerce Needs Attention,0.47292301001983467,0.0070140280561122245,0.0,0.0,0.4242424924755879,0.4481610876051204,1.3,Lost,0.4067796610169492,0.1016949152542373,0.0
U0210,0,Ecommerce Needs Attention,0.3954521102869511,0.11289245156980628,0.0,0.0,0.3555890807832894,0.5584734146788932,2.4000000000000004,At Risk,1.25,0.041666666666666664,0.0
U0211,2,Ecommerce Social Engagers,0.40854176362118866,0.7471609886439546,1.0,1.0,0.36364038939301824,0.5718962184230315,3.2,Promising,0.975609756097561,0.0975609756097561,1.0
U0212,2,Ecommerce Social Engagers,0.27793726185123735,0.5804943219772879,1.0,0.0,0.35877147553534033,0.7779184939530874,3.2,Promising,2.769230769230769,0.15384615384615385,0.5
U0213,1,Ecommerce Needs Attention,0.3773814666062163,0.30227120908483635,0.0,0.0,0.6003985499088064,0.5735711200362702,4.1,Loyal,1.6,0.08888888888888889,0.0
U0214,1,Ecommerce Needs Attention,0.25066826322792735,0.41249164996659987,0.0,1.0,0.4754129982812066,0.47087563780792446,1.7000000000000002,Lost,0.4044943820224719,0.02247191011235955,0.5
U0215,0,Ecommerce Needs Attention,0.19491230025828046,0.04943219772879092,0.0,0.0,0.3108554187025737,0.6575207049514147,1.3,Lost,0.2830188679245283,0.03773584905660377,0.0
U0216,1,Ecommerce Needs Attention,0.5953150534734288,0.2618570474281897,0.0,0.0,0.5154150998626467,0.4598322445116874,3.4000000000000004,Promising,1.7142857142857142,0.07142857142857142,0.0
U0217,1,Ecommerce Needs Attention,0.3953344661476295,0.19305277221108885,0.0,0.0,0.5252625100388042,0.49045889477950744,2.8,Needs Attention,1.2222222222222223,0.047619047619047616,0.0
U0218,2,Ecommerce Social Engagers,0.17543202685718323,0.6686706746826987,1.0,1.0,0.23271561850292344,0.7713365285665412,2.0,At Risk,0.4444444444444444,0.14814814814814814,1.0
U0219,0,Ecommerce Needs Attention,0.25942635464569597,0.41082164328657317,0.0,1.0,0.24939842231279039,0.6868973787019441,2.8000000000000003,Needs Attention,0.18421052631578946,0.02631578947368421,0.5
U0220,4,Ecommerce Social Engagers,0.36187518713605205,0.9565798263193054,1.0,1.0,0.5442202757575075,0.5318110579311347,2.9,Needs Attention,0.6,0.016666666666666666,1.0
U0221,4,Ecommerce Social Engagers,0.49840877450629184,0.9348697394789579,1.0,1.0,0.3573416495913175,0.6711675012536717,3.4,Promising,3.857142857142857,0.2857142857142857,1.0
U0222,1,Ecommerce Needs Attention,0.43657263614044617,0.2561790247160989,0.0,0.0,0.3044936314576719,0.7210351417199876,3.5,Potential Loyalist,4.8,0.2,0.0
U0223,0,Ecommerce Needs Attention,0.3944820358231861,0.5263861055444222,0.0,1.0,0.45784677970172555,0.5675660976550245,3.1,Promising,1.6,0.06666666666666667,0.5
U0224,2,Ecommerce Social Engagers,0.2726217412607551,0.5875083500334002,1.0,0.0,0.5343248294341492,0.589618444605249,3.4000000000000004,Promising,1.0344827586206897,0.034482758620689655,0.5
U0225,1,Ecommerce Needs Attention,0.3679475103741745,0.3587174348697395,0.0,1.0,0.20441031876487056,0.647316600158474,3.1999999999999997,Promising,2.064516129032258,0.06451612903225806,0.5
U0226,0,Ecommerce Needs Attention,0.317692741930314,0.1629926519706079,0.0,0.0,0.3120563223825929,0.7115120144162798,3.4,Promising,2.4347826086956523,0.08695652173913043,0.0
U0227,2,Ecommerce Social Engagers,0.22862675423448325,0.97561790247161,1.0,1.0,0.4625092882394002,0.6926111815018632,2.5,Needs Attention,0.3333333333333333,0.0,1.0
U0228,2,Ecommerce Social Engagers,0.3960004955810147,0.6953907815631263,1.0,1.0,0.19576531339833225,0.7113358728641572,3.0999999999999996,Promising,6.0,0.4,1.0
U0229,1,Ecommerce Needs Attention,0.4655626187013696,0.5881763527054108,1.0,0.0,0.5376145549526018,0.5717262585664122,2.5999999999999996,Needs Attention,1.375,0.15625,0.5
U0230,2,Ecommerce Social Engagers,0.09600968108924747,0.9893119572478289,1.0,1.0,0.6840685115549451,0.704096319006026,2.5,Needs Attention,0.2641509433962264,0.09433962264150944,1.0
U0231,1,Ecommerce Needs Attention,0.4107675580415295,0.4071476285905144,0.0,1.0,0.34909519413358553,0.6131139332601887,3.5,Potential Loyalist,2.4,0.16666666666666666,0.5
U0232,0,Ecommerce Needs Attention,0.2419190872355254,0.47094188376753504,0.0,1.0,0.37993064781247887,0.684635781701238,2.7,Needs Attention,1.6666666666666667,0.07692307692307693,0.5
U0233,0,Ecommerce Needs Attention,0.24015895813602145,0.5280561122244488,0.0,1.0,0.37374899611957996,0.7239897315013658,2.5,Needs Attention,0.8709677419354839,0.06451612903225806,0.5
U0234,2,Ecommerce Social Engagers,0.24321538526534625,0.4004676018704075,1.0,0.0,0.4705050550539281,0.5008792794790901,1.2999999999999998,Lost,0.04878048780487805,0.036585365853658534,0.5
U0235,5,Ecommerce At-Risk Users,0.48956813178479597,0.6432865731462926,1.0,0.0,0.4136985581650192,0.6934931634823138,4.6,Champions,18.0,1.5,0.5
U0236,2,Ecommerce Social Engagers,0.28215193879603356,0.8570474281897127,1.0,1.0,0.6454369412983271,0.48602798565855004,1.5999999999999999,Lost,0.11538461538461539,0.0641025641025641,1.0
U0237,2,Ecommerce Social Engagers,0.38307519614872143,0.7585170340681362,1.0,1.0,0.40982789549135723,0.44675062699161827,2.5,Needs Attention,0.38961038961038963,0.012987012987012988,1.0
U0238,4,Ecommerce Social Engagers,0.4999283498428565,0.40681362725450904,1.0,0.0,0.14801212912716818,0.6532344794559882,3.0000000000000004,Promising,5.0,0.08333333333333333,0.5
U0239,0,Ecommerce Needs Attention,0.2729977259612199,0.052104208416833664,0.0,0.0,0.2944263057951108,0.6659885984658213,1.3,Lost,0.358974358974359,0.07692307692307693,0.0
U0240,2,Ecommerce Social Engagers,0.36080712092328143,0.39345357381429524,1.0,0.0,0.30356593336485704,0.5111753019141162,2.2,At Risk,0.8484848484848485,0.0,0.5
U0241,0,Ecommerce Needs Attention,0.29844109912978645,0.24181696726786905,0.0,0.0,0.3534274541592548,0.7656161915859578,4.0,Loyal,2.3076923076923075,0.15384615384615385,0.0
U0242,0,Ecommerce Needs Attention,0.2283564796216794,0.3760855043420173,0.0,1.0,0.27795816351804736,0.6672414313759286,2.1,At Risk,0.9782608695652174,0.043478260869565216,0.5
U0243,1,Ecommerce Needs Attention,0.49641110037964165,0.4141616566466266,0.0,1.0,0.21153993380018465,0.5915150418998745,3.5,Potential Loyalist,2.3703703703703702,0.037037037037037035,0.5
U0244,2,Ecommerce Social Engagers,0.24538623500983928,0.9769539078156312,1.0,1.0,0.53687900144859,0.7676618760153731,2.8,Needs Attention,1.9411764705882353,0.29411764705882354,1.0
U0245,0,Ecommerce Needs Attention,0.28483648086925384,0.3904475617902472,0.0,1.0,0.3114213445617827,0.5780342816912136,2.1,At Risk,0.4166666666666667,0.016666666666666666,0.5
U0246,1,Ecommerce Needs Attention,0.3545419810360556,0.1676686706746827,0.0,0.0,0.5369570601877913,0.5064237475485793,2.4000000000000004,At Risk,0.546875,0.0625,0.0
U0247,1,Ecommerce Needs Attention,0.37861847950456673,0.49331997327989313,1.0,0.0,0.5191626699091066,0.4026161463398132,2.0,At Risk,0.3181818181818182,0.011363636363636364,0.5
U0248,1,Ecommerce Needs Attention,0.2936225168713159,0.2925851703406814,0.0,0.0,0.5865926609773855,0.662124362217636,2.5,Needs Attention,0.2571428571428571,0.14285714285714285,0.0
U0249,1,Ecommerce Needs Attention,0.28674101268466023,0.4231796927187708,0.0,1.0,0.4482733256775724,0.5258277328147357,1.2999999999999998,Lost,0.42857142857142855,0.04285714285714286,0.5
U0250,0,Ecommerce Needs Attention,0.26950286016036845,0.1402805611222445,0.0,0.0,0.5473966659911583,0.48085147539314066,2.4000000000000004,At Risk,0.42168674698795183,0.03614457831325301,0.0
U0251,4,Ecommerce Social Engagers,0.4747753982523628,0.7207748830995323,1.0,1.0,0.1960557819759369,0.5917305057294333,2.4,At Risk,0.8333333333333334,0.03333333333333333,1.0
U0252,0,Ecommerce Needs Attention,0.2962935820613173,0.6519706078824316,0.0,1.0,0.7141428925266263,0.5115855528908693,3.4000000000000004,Promising,0.5915492957746479,0.056338028169014086,0.5
U0253,1,Ecommerce Needs Attention,0.35776640633240897,0.3410153640614562,0.0,1.0,0.41442360376183074,0.4619359008814057,2.2,At Risk,0.40540540540540543,0.05405405405405406,0.5
U0254,1,Ecommerce Needs Attention,0.37760396077216096,0.16566466265865062,0.0,0.0,0.5645410671530326,0.49258655970691617,2.8,Needs Attention,0.6666666666666666,0.07936507936507936,0.0
U0255,1,Ecommerce Needs Attention,0.48792086481844094,0.3974615898463594,0.0,1.0,0.16525185201864404,0.596609183236595,2.8,Needs Attention,2.357142857142857,0.0,0.5
U0256,1,Ecommerce Needs Attention,0.3582594644681774,0.29291917167668674,0.0,0.0,0.6472262877815557,0.521214534085051,3.7,Potential Loyalist,0.4666666666666667,0.06666666666666667,0.0
U0257,4,Ecommerce Social Engagers,0.31515216936563745,0.7965931863727455,1.0,1.0,0.4553946845000863,0.4789938047635963,1.5999999999999999,Lost,0.25316455696202533,0.012658227848101266,1.0
U0258,0,Ecommerce Needs Attention,0.21771138736492104,0.49899799599198397,0.0,1.0,0.4338294566661413,0.7034157207725367,2.7,Needs Attention,1.2162162162162162,0.10810810810810811,0.5
U0259,0,Ecommerce Needs Attention,0.12168682315668089,0.3216432865731463,0.0,0.0,0.533628305299738,0.8248602465315233,2.8,Needs Attention,1.3636363636363635,0.18181818181818182,0.0
U0260,4,Ecommerce Social Engagers,0.2604297582709827,0.9355377421509686,1.0,1.0,0.5531407384056503,0.558635762058687,2.2,At Risk,0.14705882352941177,0.014705882352941176,1.0
U0261,2,Ecommerce Social Engagers,0.42409500258109223,0.7094188376753507,1.0,1.0,0.21391321969782262,0.6561812963236852,3.1999999999999997,Promising,2.8,0.15,1.0
U0262,0,Ecommerce Needs Attention,0.048291595854352824,0.5177020708082832,0.0,1.0,0.4686384003962982,0.6859186595086649,1.5999999999999999,Lost,0.0,0.014705882352941176,0.5
U0263,0,Ecommerce Needs Attention,0.26306411838696586,0.18102872411489646,0.0,0.0,0.48365044696133835,0.5698211034359055,2.0,At Risk,0.4375,0.03125,0.0
U0264,2,Ecommerce Social Engagers,0.3017207586548722,0.6783567134268537,1.0,1.0,0.17161514039314585,0.7423718001262256,1.5999999999999999,Lost,0.8823529411764706,0.17647058823529413,1.0
U0265,2,Ecommerce Social Engagers,0.13887241380691295,0.8189712758851035,1.0,1.0,0.22683644442442938,0.8698680410775543,2.5,Needs Attention,0.75,0.08333333333333333,1.0
U0266,1,Ecommerce Needs Attention,0.23182623181780931,0.45357381429525717,0.0,1.0,0.26555883302184896,0.7672872396327186,1.9,Lost,0.2727272727272727,0.09090909090909091,0.5
U0267,1,Ecommerce Needs Attention,0.3838254437238038,0.5885103540414162,0.0,1.0,0.34843544767437495,0.7016196273827391,2.5,Needs Attention,1.588235294117647,0.058823529411764705,0.5
U0268,4,Ecommerce Social Engagers,0.5788242532054015,0.9836339345357382,1.0,1.0,0.4173417997042774,0.6101522565873974,4.7,Champions,8.0,0.2,1.0
U0269,1,Ecommerce Needs Attention,0.4240290286594582,0.2925851703406814,0.0,0.0,0.6989522115391832,0.45622088067666555,3.4000000000000004,Promising,0.7384615384615385,0.07692307692307693,0.0
U0270,2,Ecommerce Social Engagers,0.3100227315834784,0.40480961923847697,1.0,0.0,0.15012797129840205,0.7288799780711896,2.3,At Risk,1.0909090909090908,0.0,0.5
U0271,4,Ecommerce Social Engagers,0.5307595346718632,0.762191048764195,1.0,1.0,0.5288577154308617,0.2943102366436906,2.5,Needs Attention,0.3333333333333333,0.03333333333333333,1.0
U0272,1,Ecommerce Needs Attention,0.48140496842475056,0.2561790247160989,0.0,0.0,0.6262164778996194,0.3622208487323837,2.7,Needs Attention,0.4268292682926829,0.024390243902439025,0.0
U0273,2,Ecommerce Social Engagers,0.054277213562317496,0.6419505678022712,1.0,0.0,0.5588045003865408,0.754667714415801,2.5,Needs Attention,0.14,0.04,0.5
U0274,0,Ecommerce Needs Attention,0.23947286032156923,0.1229124916499666,0.0,0.0,0.2716016302267456,0.792486496573016,2.5,Needs Attention,1.7142857142857142,0.21428571428571427,0.0
U0275,2,Ecommerce Social Engagers,0.14682956500313737,0.8229792919171676,1.0,1.0,0.45893434809694295,0.6395618354662027,1.5999999999999999,Lost,0.421875,0.03125,1.0
U0276,0,Ecommerce Needs Attention,0.14701119232329396,0.6332665330661323,0.0,1.0,0.5722178439275555,0.7075379654570875,2.5,Needs Attention,0.7021276595744681,0.06382978723404255,0.5
U0277,4,Ecommerce Social Engagers,0.49916527914713776,0.395123580494322,1.0,0.0,0.16665916101866654,0.5856072154904408,3.1999999999999997,Promising,1.8620689655172413,0.0,0.5
U0278,4,Ecommerce Social Engagers,0.3192971313080021,0.8246492985971944,1.0,1.0,0.4722148416683554,0.489272785044986,1.5999999999999999,Lost,0.21052631578947367,0.013157894736842105,1.0
U0279,1,Ecommerce Needs Attention,0.2791970886295435,0.353373413493654,0.0,1.0,0.38445955581575136,0.6580136617158909,1.3,Lost,0.75,0.19444444444444445,0.5
U0280,0,Ecommerce Needs Attention,0.25584994208809614,0.08717434869739478,0.0,0.0,0.3448522513191176,0.6252134390024614,2.4000000000000004,At Risk,0.6730769230769231,0.038461538461538464,0.0
U0281,1,Ecommerce Needs Attention,0.365175583735337,0.5961923847695391,0.0,1.0,0.6437579278407001,0.45323507529071266,2.6,Needs Attention,0.3157894736842105,0.039473684210526314,0.5
U0282,0,Ecommerce Needs Attention,0.18844989829807313,0.3700734802939212,0.0,1.0,0.09254539040628074,0.8613981461275391,2.1999999999999997,At Risk,3.4285714285714284,0.14285714285714285,0.5
U0283,0,Ecommerce Needs Attention,0.2130116729300699,0.6098864395457583,0.0,1.0,0.4147553534034361,0.7530440600717452,2.8,Needs Attention,0.9310344827586207,0.034482758620689655,0.5
U0284,0,Ecommerce Needs Attention,0.08033974841752353,0.31429525718102874,0.0,0.0,0.45174844070162795,0.9007323211622519,3.1,Promising,0.0,0.2727272727272727,0.0
U0285,1,Ecommerce Needs Attention,0.42725322476785177,0.38009352037408145,0.0,1.0,0.33327704097333244,0.5904565757775868,1.3,Lost,0.7878787878787878,0.15151515151515152,0.5
U0286,0,Ecommerce Needs Attention,0.4177269142455887,0.24849699398797595,0.0,0.0,0.3005569190816089,0.7280872557079658,4.3,Loyal,10.5,0.16666666666666666,0.0
U0287,0,Ecommerce Needs Attention,0.2451254284645384,0.1783567134268537,0.0,0.0,0.4704915448875278,0.5252651684531919,2.0,At Risk,0.45569620253164556,0.0,0.0
U0288,0,Ecommerce Needs Attention,0.1117260587705383,0.3593854375417502,0.0,1.0,0.2421569731222745,0.7925388328227834,1.3,Lost,1.03125,0.09375,0.5
U0289,2,Ecommerce Social Engagers,0.40860662124723973,0.8313293253173013,1.0,1.0,0.5519285762536309,0.5207934740601668,3.5,Potential Loyalist,1.5098039215686274,0.11764705882352941,1.0
U0290,1,Ecommerce Needs Attention,0.22064039609841551,0.34335337341349365,0.0,1.0,0.45384026479926143,0.5357008687239294,1.0,Lost,0.18666666666666668,0.06666666666666667,0.5
U0291,4,Ecommerce Social Engagers,0.3860216384360735,0.5053440213760855,1.0,0.0,0.5188271674435012,0.5130678680021856,3.1,Promising,0.6206896551724138,0.06896551724137931,0.5
U0292,4,Ecommerce Social Engagers,0.535587891940201,0.8363393453573814,1.0,1.0,0.5917700569678682,0.30417917972949643,3.1999999999999997,Promising,0.7586206896551724,0.034482758620689655,1.0
U0293,1,Ecommerce Needs Attention,0.2876640022431771,0.3239812959251837,0.0,0.0,0.6509475880600152,0.6954867050370724,2.8,Needs Attention,1.3846153846153846,0.2692307692307692,0.0
U0294,1,Ecommerce Needs Attention,0.439665262535591,0.5434201736806947,0.0,1.0,0.4452928328567247,0.5404561616275816,3.0,Promising,0.8695652173913043,0.043478260869565216,0.5
U0295,1,Ecommerce Needs Attention,0.5693088569760625,0.3550434201736807,0.0,1.0,0.2599123340313586,0.5264997921973412,2.8,Needs Attention,1.6551724137931034,0.13793103448275862,0.5
U0296,0,Ecommerce Needs Attention,0.18152683816061455,0.5033400133600535,0.0,1.0,0.24790930174956657,0.8740626205078866,3.1999999999999997,Promising,3.0,0.5,0.5
